host_name,Datetime,CPU Utilization,Disk Read Operations,Disk Write Operations,Network Packets Recieved,Network Packets Sent,Raw Disk Read Utilization,Raw Disk Write Utilization,Raw Net Recieved Utilization,Raw Net Sent Utilization
7095824396664797056,2017-07-23 10:40:00,1.01330282471,0.0,9.0,89.8,2.6,0.0,67174.2,9204.0,520.4
7095824396664797056,2017-07-23 10:45:00,1.01376048768,0.0,8.8,90.6,3.0,0.0,65077.6,9469.0,651.8
7095824396664797056,2017-07-23 10:50:00,1.01342559306,0.0,8.2,91.2,1.0,0.0,64356.2,9174.4,0.0
7095824396664797056,2017-07-23 10:55:00,1.01392389396,0.0,8.8,88.6,0.0,0.0,67851.4,8966.4,0.0
7095824396664797056,2017-07-23 11:00:00,1.03926723807,0.0,8.0,87.8,0.0,0.0,62259.2,9019.8,0.0
7095824396664797056,2017-07-23 11:05:00,1.01299172389,0.0,10.0,95.0,6.4,0.0,72089.4,9787.4,1346.8
7095824396664797056,2017-07-23 11:10:00,1.01315472142,0.0,10.6,91.8,2.0,0.0,80642.2,9753.6,577.0
7095824396664797056,2017-07-23 11:15:00,1.01281710569,0.0,9.4,92.0,4.4,0.0,67775.6,9070.8,581.0
7095824396664797056,2017-07-23 11:20:00,1.01371812191,0.0,8.8,87.4,0.0,0.0,67993.4,9057.8,0.0
7095824396664797056,2017-07-23 11:25:00,1.02346062877,0.0,10.0,94.4,4.4,0.0,72089.4,9700.2,988.4
7095824396664797056,2017-07-23 11:30:00,1.03112202731,0.0,9.6,90.8,3.4,0.0,69752.4,9323.8,804.4
7095824396664797056,2017-07-23 11:35:00,1.01259451103,0.0,8.8,88.6,1.4,0.0,66016.8,9005.6,74.4
7095824396664797056,2017-07-23 11:40:00,1.01298879921,0.0,9.2,90.4,1.2,0.0,68910.8,9078.2,228.4
7095824396664797056,2017-07-23 11:45:00,1.01319929655,0.0,8.0,88.8,0.0,0.0,62259.4,9037.0,0.0
7095824396664797056,2017-07-23 11:50:00,1.01432903438,0.0,8.2,89.2,0.2,0.0,69249.2,9126.0,8.8
7095824396664797056,2017-07-23 11:55:00,1.04143334972,0.0,8.0,89.2,0.4,0.0,62259.0,9092.2,27.2
7095824396664797056,2017-07-23 12:00:00,1.01319809787,0.0,8.0,88.6,0.4,0.0,62379.6,9000.4,8.0
7095824396664797056,2017-07-23 12:05:00,1.01226048952,0.0,8.0,88.2,0.0,0.0,62259.2,8994.4,0.0
7095824396664797056,2017-07-23 12:10:00,1.01168883686,0.0,9.0,91.6,2.2,0.0,67556.8,9496.8,494.2
7095824396664797056,2017-07-23 12:15:00,1.01350958679,0.0,8.0,90.2,0.0,0.0,62259.4,9142.6,0.0
7095824396664797056,2017-07-23 12:20:00,1.03911556685,0.0,9.0,87.6,0.0,0.0,73728.0,8875.8,0.0
7095824396664797056,2017-07-23 12:25:00,1.01341788722,0.0,8.0,86.6,0.0,0.0,62259.2,8835.8,0.0
7095824396664797056,2017-07-23 12:30:00,1.01309826934,0.0,9.8,89.4,3.0,0.0,72766.6,9325.0,557.4
7095824396664797056,2017-07-23 12:35:00,1.01504437489,0.0,10.4,89.8,3.6,0.0,72690.4,8966.4,379.0
7095824396664797056,2017-07-23 12:40:00,1.01343475717,0.0,11.8,99.8,11.8,0.0,84137.2,9990.4,2133.4
7095824396664797056,2017-07-23 12:45:00,1.03977027735,0.0,10.6,91.4,4.2,0.0,74908.0,9342.4,837.0
7095824396664797056,2017-07-23 12:50:00,1.01366680661,0.0,11.4,93.6,5.6,0.0,79101.6,9247.0,1025.6
7095824396664797056,2017-07-23 12:55:00,1.01327870123,0.0,12.4,94.4,6.8,0.0,82520.8,9802.8,1738.6
7095824396664797056,2017-07-23 13:00:00,1.0131751502,0.0,10.6,91.8,2.8,0.0,72811.0,9087.0,527.0
7095824396664797056,2017-07-23 13:05:00,1.01274670199,0.0,10.4,92.0,2.8,0.0,76283.6,9442.6,778.0
7095824396664797056,2017-07-23 13:10:00,1.0402646879,0.0,10.8,93.0,4.4,0.0,74449.0,9177.4,975.2
7095824396664797056,2017-07-23 13:15:00,1.01397723188,0.0,10.2,91.8,2.8,0.0,75464.6,9257.2,732.0
7095824396664797056,2017-07-23 13:20:00,1.01313714014,0.0,11.4,91.0,3.0,0.0,85437.2,9100.4,755.4
7095824396664797056,2017-07-23 13:25:00,1.01410900688,0.0,10.4,90.2,2.2,0.0,73728.0,9108.2,527.0
7095824396664797056,2017-07-23 13:30:00,1.01389193666,0.0,10.2,90.4,3.0,0.0,79899.0,9012.4,740.8
7095824396664797056,2017-07-23 13:35:00,1.02206755895,0.0,10.4,92.0,2.2,0.0,73727.8,9187.0,527.0
7095824396664797056,2017-07-23 13:40:00,1.0322819551,0.0,10.2,92.2,3.6,0.0,73029.0,9215.2,784.8
7095824396664797056,2017-07-23 13:45:00,1.0140178242,0.0,10.4,91.6,2.6,0.0,74930.0,9362.2,527.0
